conversation_id,speaker_id,start_time,end_time,text,outcome,is_sale,duration,dealer,model,msrp,tsrp,add_ons
2,1,914,915, So we are talking about that.,,,,,,,,
2,1,915,920.5, I can understand that offer which are going on on the other websites as well as on the other companies.,,,,,,,,
2,1,920.5,924," But what we are doing right now, we are following the rules.",,,,,,,,
2,1,924,930," So if you are looking to get the pre-purchase of that vehicle, you can come over and meet the VIP manager.",,,,,,,,
2,0,930,935," I understand you're doing what you're told, but I hope somebody just thinks about this for a second",,,,,,,,
2,0,935,938, and realizes this is not the best way for a consumer to buy a car.,,,,,,,,
2,0,938,944, There's no other product in the entire world that I can't get the price of without talking to somebody.,,,,,,,,
2,0,944,947, I have to go in and talk to a VIP manager.,,,,,,,,
2,0,947,953," Silly man, I understand you're doing what you're told to do, but your dealership's whack.",,,,,,,,
2,0,953,954, That's what it is.,,,,,,,,
2,0,954,960, And now I'm just going to go call ****** which has advertised a less dealer just.,,,,,,,,
2,0,960,963.5999999," than you. Even though I called you, I'm ready to give you a deposit on my car. I'm now going to",,,,,,,,
2,0,963.5999999,967.5999999, call this other dealership and I guess buy their car instead because they can take a deposit over,,,,,,,,
2,0,967.5999999,972.5600004," the phone because your manager thinks this is, I guess Marlin thinks that he should handle all the",,,,,,,,
2,1,972.5600004,977.4400005," business himself. I got you, sir. But still, I will tell you the same thing. If you are looking",,,,,,,,
2,1,977.4400005,982.3999996," to put a deposit or getting a deal, you can come and meet him in person. Yep. Well, tell Marlin",,,,,,,,
2,0,982.3999996,987.0400009, that he personally just lost himself a deal and maybe he shouldn't try to do it all on himself,,,,,,,,
2,0,987.0400009,992.9599991," because I'm, uh, I'm gonna just call somebody else that's right in town, which is your guys",,,,,,,,
2,0,992.9599991,1000.080002, competition has the car. Okay. I'm going to go pay less. That's their saying. I don't know if,,,,,,,,
2,1,1000.080002,1006.799999," you know, I'm sorry. I can understand that, sir. You can understand. Would you buy? I mean,",,,,,,,,
2,0,1006.799999,1013.279999," yeah. Okay. Well, I don't want to waste your life here. Um, I guess I will go talk to pay less,",,,,,,,,
2,0,1014,1021.119999," but yeah, no, just tell, I love for Marlin to give me a call. Sure, sir. Sure. Tell Marlin,",,,,,,,,
2,1,1021.119999,1025.760002," give me a call. If you're not too busy. Sure, sir. Thank you so much for your time, sir. Have a great  day. ",,,,,,,,
3,1,1025.760002,1034.720001,Thank you for calling Toyota. How can I help you today? ,,,,,,,,
3,0,1034.720001,1038.559998," Hey man, I'm living the dream. How about yourself? ",,,,,,,,
3,1,1038.559998,1042.160004, Good. Good. Thank you so much. How can I help you?,,,,,,,,
3,0,1042.160004,1047.919998,  I'm seeing if you guys have a car available. I have the last six of the van.,,,,,,,,
3,1,1048.800003,1053.839996," What do you want? Okay. Um, what, what type of car is first? ",,,,,,,,
3,0,1053.839996,1062.080002, Toyota Sienna. The last four of the van. Yeah.,,,,,,,,
3,0,1063.040001,1071.919998," D as in dog. Six, five, five. ",,,,,,,,
3,1,1071.919998,1077.519997," Six, five, five. Oh, okay. So it's something in allocation. Did you see, was it, was it a, what kind of,",,,,,,,,
3,1,1077.519997,1079.839996, is it limited or XCC?,,,,,,,,
3,0,1080,1080.84,"  It's a flat. Platinum, okay.",,,,,,,,
3,0,1080.84,1082.48, Because I only do platinum.,,,,,,,,
3,1,1082.48,1085.4," Okay, is that the green color platinum?",,,,,,,,
3,0,1085.4,1087.08," This guy, I think it's called Cypress, yeah, that one.",,,,,,,,
3,1,1087.08,1089," Yeah, the expiry.",,,,,,,,
3,1,1089,1092.52," So, I actually do have somebody's name on that one.",,,,,,,,
3,0,1092.52,1093.56, Okay.,,,,,,,,
3,1,1093.56,1097.24," Yeah, so what I do is I'll take your name.",,,,,,,,
3,1,1097.24,1101.6," So, and as a backup, in case if he,",,,,,,,,
3,1,1101.6,1103.4, we'll call him when he's in transit.,,,,,,,,
3,1,1103.4,1106.799999," We'll find out if he's, if they are interested or not,",,,,,,,,
3,1,1106.799999,1108.4, because a lot of times they're not true.,,,,,,,,
3,1,1108.4,1110.84," Some people, they put their name on something,",,,,,,,,
3,1,1110.84,1114.32," but then they walk away or whatever, right?",,,,,,,,
3,1,1114.32,1116.599998," But if you do leave your name and number,",,,,,,,,
3,1,1116.599998,1121, I'll give you a shot as soon as I hear from that guy.,,,,,,,,
3,0,1121,1122.880001," Okay, when will that car be there?",,,,,,,,
3,1,1122.880001,1125," So, I know he's trying to put a deposit",,,,,,,,
3,1,1125,1127.200001," on something sooner rather than later, you know?",,,,,,,,
3,1,1127.200001,1130.560001," Yeah, that car's probably gonna be sometime next month.",,,,,,,,
3,0,1130.560001,1132.16," Sometime next month, okay.",,,,,,,,
3,1,1132.16,1133, Yeah.,,,,,,,,
3,0,1134.439999,1136.360001," Okay, so what do you need from me?",,,,,,,,
3,1,1136.360001,1138.599998," I need your name and your phone number,",,,,,,,,
3,1,1138.599998,1140.279999, full name and phone number.,,,,,,,,
3,0,1140.279999,1142.84," Can I just give you my short name, Tommy?",,,,,,,,
3,1,1142.84,1144.760002," Yeah, give me, Tommy, yeah, that's fine.",,,,,,,,
3,1,1144.760002,1146.559998," Tommy, and what's your last name?",,,,,,,,
3,0,1146.559998,1149.239998," Makula, M-I-K-U-L-A.",,,,,,,,
3,1,1149.239998,1151.68, M-I-K-U-L-A?,,,,,,,,
3,0,1151.68,1152.839996, Yep.,,,,,,,,
3,1,1152.839996,1155.160004," And your phone number, please?",,,,,,,,
3,0,1155.160004,1157.639999, My phone number is going-,,,,,,,,
3,1,1157.639999,1158.800003, Where do you live?,,,,,,,,
3,0,1158.800003,1159.639999, In Salinas.,,,,,,,,
3,1,1159.639999,1160.959999," In the numbers, okay.",,,,,,,,
3,1,1160.959999,1161.879997, Where?,,,,,,,,
3,0,1161.879997,1163.239998, Like an hour south of you guys.,,,,,,,,
3,1,1163.239998,1165.480003," Oh, okay, one hour, okay, cool, cool.",,,,,,,,
3,1,1165.519997,1166.800003," Sounds good, so I'm gonna go ahead",,,,,,,,
3,1,1166.800003,1170.599998, and I've made a note right here for Siena Platinum,,,,,,,,
3,1,1170.599998,1172.32, that I will give you a call,,,,,,,,
3,1,1172.32,1174.919998," and let you know exactly when it's gonna come, okay?",,,,,,,,
3,0,1174.919998,1176," Okay, sounds good.",,,,,,,,
3,1,1176,1176.839996, Okay.,,,,,,,,
3,1,1176.839996,1177.68," All right, bye-bye.",,,,,,,,
3,0,1177.68,1178.839996," Okay, bye-bye, thank you.",,,,,,,,
4,1,1204.84,1207.96,Thank you for calling Toyota.,,,,,,,,
4,1,1211.64,1215.36," Hey, thanks. Spring. This is Troy in the sales department.",,,,,,,,
4,1,1215.88,1218.4," Hey, how's it going? How are you? ",,,,,,,,
4,0,1218.4,1219.76," Hey, I'm doing well. I just want to see if you guys have a car available. ",,,,,,,,
4,1,1219.76,1222.280001, Sure. Which vehicle is that? ,,,,,,,,
4,0,1222.280001,1224.76, I have a stock number whenever you're ready. It's brand new.,,,,,,,,
4,1,1224.879999,1227.120001, Brand new. Okay. And I'm sorry. What was your name? ,,,,,,,,
4,0,1227.120001,1228.120001,My name is Tommy.,,,,,,,,
4,1,1228.120001,1234.76,Tommy. Nice to meet you. I'm just getting my inventory pulled up here. Just make a model. ,,,,,,,,
4,0,1234.76,1236.240002, Sienna Platinum. Sienna.,,,,,,,,
4,1,1236.279999,1241.040001," Okay, gotcha. So I can tell you that all the Siennas that we",,,,,,,,
4,1,1241.040001,1245.959999," have on the ground, those are all pre sold. Really the way to",,,,,,,,
4,1,1245.959999,1251.48, get one would be you do a preference order for is Platinum,,,,,,,,
4,1,1251.48,1256.080002, the only trim level that you're looking for? Okay. So,,,,,,,,
4,1,1256.080002,1259.200001, you're looking at the the green Platinum? ,,,,,,,,
4,0,1259.200001,1263.919998," Yeah, the one you guys have on your website? 9542. Yeah. ",,,,,,,,
4,1,1263.919998,1266.440002,So Toyota is the one who handles all of our online inventory. That's the same with,,,,,,,,
4,1,1266.440002,1270.400002," every dealership. So fortunately, they don't have the",,,,,,,,
4,1,1270.400002,1275.800003," ability to mark them as sold. But I mean, I'm sure you've",,,,,,,,
4,1,1275.839996,1279.480003," talked to a few other places and realized I mean, the demand on",,,,,,,,
4,1,1279.480003,1282.720001, these Siennas is really high. So we're selling them all before,,,,,,,,
4,1,1282.720001,1286.480003, they hit the ground. But I could get you on time frame is,,,,,,,,
4,1,1286.480003,1289.879997, usually about three to four months time frame. ,,,,,,,,
4,0,1289.879997,1293.239998, I don't want to put my name on a list and do a preference. I'm looking to,,,,,,,,
4,0,1293.279999,1296.839996, hopefully find one that hasn't been allocated yet to somebody. That's my goal. ,,,,,,,,
4,1,1296.839996,1300.199997, But you're okay with waiting for one to come in?,,,,,,,,
4,0,1300.360001,1302.279999," Yeah, I mean, as long as there's an event to it, and I'm actually",,,,,,,,
4,0,1302.279999,1306.480003," putting my name on a car, not just an imaginary list. ",,,,,,,,
4,1,1306.480003,1311.400002," Yeah, no, and I get that. What I can do is I can let you know if one of",,,,,,,,
4,1,1311.400002,1314.720001," these becomes available. Or if we have a new allocation, which",,,,,,,,
4,1,1314.720001,1318.959999, we get new allocations every two weeks. If there's a platinum on,,,,,,,,
4,1,1318.959999,1319.519997, that list.,,,,,,,,
4,0,1319.559998,1320," Oh, yeah.",,,,,,,,
4,0,1320,1321, Don't don't even worry about it.,,,,,,,,
4,0,1321,1321.92, I'll just keep calling around.,,,,,,,,
4,0,1321.92,1322.84, I'm hoping to find one.,,,,,,,,
4,0,1322.84,1324.64, But I appreciate your time.,,,,,,,,
4,1,1324.72,1325.52, Sure thing. Yeah.,,,,,,,,
4,1,1325.52,1329.56," I mean, if I'll just I'll put a side note just to let you know if something",,,,,,,,
4,1,1329.64,1330.64," something pops up, that's fine.",,,,,,,,
4,0,1330.64,1332.24, You get my number. It's fine.,,,,,,,,
4,1,1332.24,1333.48, OK. All right.,,,,,,,,
4,1,1333.48,1334.8," Well, appreciate you calling in.",,,,,,,,
4,0,1334.8,1336.32," Hey, it sounds good. Have a great day. Bye.",,,,,,,,
5,0,1341.4,1343.280001," Hey, can I speak to somebody in sales?",,,,,,,,
5,1,1343.280001,1344.959999," Yeah, one moment.",,,,,,,,
5,1,1344.959999,1346.4, Were you talking to anyone yet?,,,,,,,,
5,0,1346.4,1347.4," Oh, not yet.",,,,,,,,
5,1,1347.4,1349.120001," OK, one moment.",,,,,,,,
5,1,1351.280001,1352.720001, These are sales.,,,,,,,,
5,0,1352.720001,1354.799999," Yeah, I just want to see if you guys have a car available.",,,,,,,,
5,1,1354.799999,1356.639999, Yeah. What type of car are you looking for?,,,,,,,,
5,0,1356.639999,1357.639999, It's a Sienna.,,,,,,,,
5,0,1357.639999,1359.48, I have like the last six of the VIN.,,,,,,,,
5,0,1359.48,1361.84, There's no stock number that I can see.,,,,,,,,
5,1,1361.84,1363.119999, And is it new or used?,,,,,,,,
5,0,1363.119999,1364.119999, Brand new.,,,,,,,,
5,1,1364.400002,1367.040001," Oh, is that the 2025 Toyota Sienna Platinum?",,,,,,,,
5,1,1367.240002,1369.200001, Yeah. What color is that?,,,,,,,,
5,1,1369.200001,1370.68, The Cypress? Cypress?,,,,,,,,
5,0,1370.68,1371.68, Correct. Yep.,,,,,,,,
5,1,1372.639999,1376.799999, Yeah. Let me double check if it is available.,,,,,,,,
5,1,1377.040001,1377.639999, What was your name?,,,,,,,,
5,0,1377.639999,1378.599998, My name's Tommy.,,,,,,,,
5,1,1378.599998,1379.119999, Tommy?,,,,,,,,
5,1,1379.119999,1380.599998," Yeah. Hi Tommy, I'm Kaz.",,,,,,,,
5,0,1380.599998,1381.759998," Yeah, it's nice to meet you, man.",,,,,,,,
5,1,1381.759998,1382.720001," Nice to meet you, too.",,,,,,,,
5,1,1382.720001,1383.84," What's your last name, Tommy?",,,,,,,,
5,0,1383.84,1385.879997, I'm Akula. M-I-K-U-L-A.,,,,,,,,
5,1,1385.879997,1387.199997," Akula, huh? Are you Polynesian?",,,,,,,,
5,0,1387.199997,1388.040001," I'm sorry, am I what?",,,,,,,,
5,1,1388.040001,1389.279999, Are you Polynesian?,,,,,,,,
5,0,1389.279999,1391.360001," No, no, no. Croatian.",,,,,,,,
5,1,1391.360001,1392.279999, Croatian. All right.,,,,,,,,
5,0,1392.279999,1393.120003, That's it.,,,,,,,,
5,1,1393.120003,1394.68, All right.,,,,,,,,
5,1,1394.68,1398.760002," So, yeah, I'm going to go double check my box right now and make sure it is available.",,,,,,,,
5,1,1399.639999,1402.800003," And then if it is available, I mean, I assume you're interested in it.",,,,,,,,
5,0,1403,1403.959999," Yes, I am.",,,,,,,,
5,1,1403.959999,1405.360001, All right. Yeah.,,,,,,,,
5,1,1405.959999,1408.360001, Did you have any questions or like,,,,,,,,
5,1,1408.360001,1410.720001, any information that you were kind of looking for about the vehicle?,,,,,,,,
5,0,1411.599998,1413.68, Really? Just trying to,,,,,,,,
5,0,1415.040001,1416.040001, figure out the pricing on it.,,,,,,,,
5,1,1416.040001,1417.599998," OK, cool. Yeah.",,,,,,,,
5,1,1417.599998,1419.68, Let me go make sure it's available and I'll give you a call back here,,,,,,,,
5,1,1419.68,1421.440002, in the next five to ten minutes.,,,,,,,,
5,0,1421.440002,1422.800003," OK, sounds good.",,,,,,,,
5,1,1422.800003,1424.480003," All right. Cool. I'll talk to you soon, Tommy.",,,,,,,,
5,0,1424.480003,1425.360001," All right, bye. Bye bye.",,,,,,,,
