conversation_id,speaker_id,start_time,end_time,text,outcome,is_sale,duration,dealer,model,msrp,tsrp,add_ons
3,0,880.2799988,882.1199989," And when I started saying that stock number,",,,,,,,,
3,0,882.1199989,884.4399986, you even cut me off.,,,,,,,,
3,0,894.4799995,896.0800018," To say, whoa, whoa, whoa, that's not a stock number,",,,,,,,,
3,0,896.0800018,896.9199982, you're wrong.,,,,,,,,
3,0,896.9199982,897.9599991," And I said, well, that's the right one.",,,,,,,,
3,0,897.9599991,899.2400017, And then we had a conversation back and forth.,,,,,,,,
3,0,899.4799995,901.5600014," You're like, oh, I found it, 242551.",,,,,,,,
3,0,901.5600014,902.4000015," That's it, right?",,,,,,,,
3,0,902.4000015,904.8399963, You confirmed the stock number multiple times.,,,,,,,,
3,0,904.8399963,907," We did not, this was not a conversation",,,,,,,,
3,0,907,910.3199997, of I asked for an XSC in red and then you found one for me.,,,,,,,,
3,0,910.3199997,913.8399963," You know, we can roll the tape, so to speak.",,,,,,,,
3,0,913.8399963,916.9199982, I've never once asked for 242729 and you know that.,,,,,,,,
3,0,916.9199982,917.7600021, Okay.,,,,,,,,
3,1,917.7600021,920.8799973," But the 2551, sir, yes, we have it in stock, sir.",,,,,,,,
3,0,920.8799973,922.3199997," Yep, I understand you have it in stock,",,,,,,,,
3,0,922.3199997,924.8399963, but that's the one I asked for the pricing out the door on.,,,,,,,,
3,1,924.8399963,925.6800003," Yes, sir.",,,,,,,,
3,0,925.6800003,928, And that's the one that you conveniently just left.,,,,,,,,
3,0,928.0400009,929.5599976, And I've never even asked about the car.,,,,,,,,
3,0,929.5599976,931.4000015, I had to Google this other stock number,,,,,,,,
3,0,931.4000015,932.2399979, and figure out what happened.,,,,,,,,
3,0,932.2399979,934.0800018, And I see it's the identical vehicle.,,,,,,,,
3,0,934.0800018,936.8799973, It's just like one of the more shady things I've done.,,,,,,,,
3,1,936.8799973,937.7200012," Okay, I'm sorry.",,,,,,,,
3,1,937.7200012,940.5199966, But that's the only one we do have in stock right now.,,,,,,,,
3,1,940.5199966,941.3600006, Yeah.,,,,,,,,
3,1,941.3600006,942.8399963," We do have this one, 2551.",,,,,,,,
3,1,942.8399963,944.3199997," Yes, we have it in stock.",,,,,,,,
3,1,944.3199997,945.1600037, Hello?,,,,,,,,
3,0,945.1600037,946," Yep, I'm here.",,,,,,,,
3,0,946,948.1600037, I'm just debating on if I even want to consider,,,,,,,,
3,0,948.1600037,949.4000015, doing business with you.,,,,,,,,
3,1,949.4000015,950.5999985," Okay, sir.",,,,,,,,
3,0,950.5999985,952.1200027," And like the way you're acting,",,,,,,,,
3,0,952.1200027,953.8000031, I can tell this is like not the first time,,,,,,,,
3,0,953.8000031,955.7600021, this has happened at this dealership.,,,,,,,,
3,1,955.7600021,956.5999985, I'm sorry.,,,,,,,,
3,0,956.6399994,958.5599976," You're like a kind of a, you're like,",,,,,,,,
3,0,958.5599976,959.4000015," oh yeah, I'm sorry.",,,,,,,,
3,0,959.4000015,960.2399979," But like,",,,,,,,,
3,0,960,961.4400001," even like, oh, I made a mistake.",,,,,,,,
3,0,961.4400001,963.3199999, You didn't even make a single excuse.,,,,,,,,
3,0,963.3199999,964.5599999," Like, oh, you know, I messed up.",,,,,,,,
3,0,964.5599999,967.9000001," Like, it's just like a act like nothing's happening.",,,,,,,,
3,0,967.9000001,968.7399998, Do you not see why I'm upset?,,,,,,,,
3,1,968.7399998,969.8000002," I'm sorry, I apologize.",,,,,,,,
3,1,969.8000002,971.2399998, I know what you mean.,,,,,,,,
3,1,971.2399998,972.4799995, I sincerely apologize.,,,,,,,,
3,1,972.4799995,974.2399998," I was looking for the red, you know,",,,,,,,,
3,1,974.2399998,978.4400005," premium hash, you know, XSE Prime, Prius Prime.",,,,,,,,
3,1,978.4400005,979.7199993," And then I was looking at it, I said,",,,,,,,,
3,1,979.7199993,981.7199993," oh, this is the red one, okay.",,,,,,,,
3,1,981.7199993,983.8799992," And I said, okay, what's the stock number you gave me?",,,,,,,,
3,1,983.8799992,985.3199997, It's a XCW.,,,,,,,,
3,1,985.3199997,986.9200001," Okay, then I put it in.",,,,,,,,
3,1,986.9200001,988.8400002, The computer wasn't giving it to me.,,,,,,,,
3,1,988.8400002,991," Then I said, okay, this is another red one.",,,,,,,,
3,1,991,992.4399986," He said, okay, what color is that one?",,,,,,,,
3,1,992.4399986,993.2799988," I said, red.",,,,,,,,
3,1,993.2799988,994.6800003," He said, what's the price on that one?",,,,,,,,
3,1,994.6800003,995.6399994, And I told you.,,,,,,,,
3,1,995.6399994,998.0800018," Then I said, oh, then the computer finally came up",,,,,,,,
3,1,998.0800018,999.7599983, with the 2551.,,,,,,,,
3,1,999.7599983,1001.599998," I said, oh, this is 2551.",,,,,,,,
3,1,1001.599998,1002.919998, We still have it in stock.,,,,,,,,
3,0,1002.919998,1005.52," So then, conveniently, your manager sent you numbers",,,,,,,,
3,0,1005.52,1006.68, on 729.,,,,,,,,
3,1,1006.68,1008.919998," Correct, instead of 2551.",,,,,,,,
3,0,1008.919998,1010.68, So why don't you guys honor the price,,,,,,,,
3,0,1010.68,1012.560001, that you guys sent me on the car that I asked for?,,,,,,,,
3,1,1012.560001,1014.919998," Well, that's why I'm telling you they're all the same thing.",,,,,,,,
3,1,1014.919998,1015.759998, No discount.,,,,,,,,
3,1,1015.759998,1018.360001," Either at 729 or they're all the same thing, sir.",,,,,,,,
3,0,1019.360001,1021.16, But there is the discount even on your website.,,,,,,,,
3,0,1021.16,1022.32, So that's not even true.,,,,,,,,
3,0,1026.32,1028.919998, Just like you argued with me on the stock number.,,,,,,,,
3,0,1028.919998,1032.080002," Dealership discount, $1,634.",,,,,,,,
3,0,1032.080002,1033.639999," $1,639.",,,,,,,,
3,0,1033.639999,1034.879997," So yes, there is a discount.",,,,,,,,
3,0,1034.879997,1036.519997," So stop, maybe for once,",,,,,,,,
3,0,1036.519997,1038.879997, you should stop acting like I'm the liar here,,,,,,,,
3,0,1038.879997,1040.639999, when everything that's going on.,,,,,,,,
3,0,1040.639999,1042.040001, You said that it is incorrect.,,,,,,,,
3,0,1042.040001,1044.120003," Just like you said, my stock number was incorrect",,,,,,,,
3,0,1044.120003,1045.440002, and that the color was incorrect,,,,,,,,
3,0,1045.440002,1046.879997, and the car wasn't in stock was incorrect.,,,,,,,,
3,0,1046.919998,1049.120003," And every time they've said that, you've been wrong.",,,,,,,,
3,0,1049.120003,1049.959999, Can I talk to the manager?,,,,,,,,
3,0,1049.959999,1051.400002," Like, let me just, like, let's just...",,,,,,,,
3,1,1051.400002,1053.639999," Okay, you can call back and talk to my manager.",,,,,,,,
3,0,1053.639999,1054.959999, Can you just transfer your...,,,,,,,,
3,0,1054.959999,1056.279999, Or like tell him to call me back?,,,,,,,,
3,0,1056.279999,1057.800003," Like, why do I have to go through all this effort to call?",,,,,,,,
3,1,1057.800003,1058.720001," Sure, sure.",,,,,,,,
3,1,1058.720001,1060.480003," I'll tell my manager to call you back, sir.",,,,,,,,
3,0,1060.480003,1061.68," Yeah, that'd be awesome.",,,,,,,,
3,0,1061.68,1062.919998, That would be great.,,,,,,,,
3,1,1062.919998,1063.919998," Thank you very much, sir.",,,,,,,,
3,0,1063.919998,1064.879997," Okay, no problem.",,,,,,,,
,1,1064.879997,1066.800003, Let's make sure that I'm not crazy.,,,,,,,,
,1,1066.800003,1067.959999, This is my opinion.,,,,,,,,
,1,1067.959999,1069.68," After listening back to that phone call,",,,,,,,,
,1,1069.68,1071.160004, I think I've figured out what happened.,,,,,,,,
,1,1071.160004,1073.440002, I called and gave the stock number.,,,,,,,,
,1,1073.440002,1074.68," For whatever reason,",,,,,,,,
,9,1074.68,1076.800003, this guy didn't believe the stock number was real.,,,,,,,,
,9,1077.599998,1078.760002," I'm gonna try to give my best justified,",,,,,,,,
,1,1078.760002,1080.360001, this was not a bait and switch.,,,,,,,,
,9,1080,1081.88," And then I'll tell you, maybe it was a beta.",,,,,,,,
,9,1081.88,1083.08, So one of two things happened.,,,,,,,,
,9,1083.08,1085.54," I call him, I asked for stock number.",,,,,,,,
,1,1085.54,1087.08, He says the stock number doesn't exist.,,,,,,,,
,1,1087.08,1088.18, I give it to him again.,,,,,,,,
,9,1088.18,1090.16," And the way he's going through it,",,,,,,,,
,9,1090.16,1092.12," I don't think he ever looked up the stock number,",,,,,,,,
,9,1092.12,1093.02," which I know for a fact,",,,,,,,,
,9,1093.02,1094.34, this is the way their stock numbers are,,,,,,,,
,1,1094.34,1097.959999, because the numbers I got were another STW stock number.,,,,,,,,
,9,1097.959999,1099.440001," So once he didn't look that up,",,,,,,,,
,9,1099.440001,1102.24, he just found the first XSE bread,,,,,,,,
,1,1102.24,1105," and him not knowing the way he did his job,",,,,,,,,
,1,1105,1106.58," the way he was unprofessional,",,,,,,,,
,9,1106.58,1108.280001, you could see that he was cutting corners,,,,,,,,
,9,1108.280001,1110.700001, and he just found a Prius Prime Red and called it a day.,,,,,,,,
,1,1110.700001,1113.540001," So if we're giving them the benefit of the doubt, right?",,,,,,,,
,9,1113.540001,1114.759998, The guy didn't take the stock number.,,,,,,,,
,9,1114.759998,1116.52," He heard the color, heard the option,",,,,,,,,
,1,1116.52,1120.040001, found the car that looked right.,,,,,,,,
,9,1120.040001,1123.360001," And then once that was there, he just assumed.",,,,,,,,
,9,1123.360001,1124.200001," I'll come down, babe.",,,,,,,,
,1,1124.200001,1125.439999, One second.,,,,,,,,
,9,1125.439999,1127.880001, That's option one or option two is a bait and switch.,,,,,,,,
,9,1127.880001,1129.720001, I believe the guy was just bad at his job.,,,,,,,,
,9,1129.720001,1131.360001, I'm gonna say it wasn't a bait and switch.,,,,,,,,
,9,1131.360001,1132.959999, I did feel like a bait and switch in the moment,,,,,,,,
,9,1132.959999,1135.040001, because that felt very bait and switchy.,,,,,,,,
,9,1135.040001,1136.200001, I think it's option one.,,,,,,,,
,9,1136.200001,1137.84," I think the guy didn't actually,",,,,,,,,
,1,1138.400002,1140.240002," he got the stock number, said he touched the car,",,,,,,,,
,9,1140.240002,1142.560001," cut a corner, found another Prius Prime,",,,,,,,,
,9,1142.560001,1143.720001," just went to go write that,",,,,,,,,
,9,1143.720001,1145.400002, probably went to his manager's desk.,,,,,,,,
,9,1145.400002,1147.279999," And they said, oh, no, I'll come down.",,,,,,,,
,9,1147.279999,1148.599998," One second, Julian, I'll come down.",,,,,,,,
,1,1148.599998,1149.440002, That's just sad.,,,,,,,,
,1,1149.440002,1151.080002, That's the way it is.,,,,,,,,
,9,1151.080002,1152.919998, He made a bad call and made a deal on the wrong car.,,,,,,,,
,1,1152.919998,1153.959999," I don't think it was a bait and switch,",,,,,,,,
,1,1153.959999,1156," but dude, that's slimy.",,,,,,,,
,9,1156,1158.519997," On an out-of-state deal, I can't see the car.",,,,,,,,
,9,1158.519997,1160.919998, And I asked him for an out-the-door pricing of a car.,,,,,,,,
,9,1160.919998,1163.400002, So if I can't see the car and I just see the pricing,,,,,,,,
,9,1163.400002,1165.360001," as 38,000 as the discounted price,",,,,,,,,
,9,1165.360001,1166.440002," because that's what it says,",,,,,,,,
,9,1166.440002,1167.839996, it's really hard for me.,,,,,,,,
,9,1167.839996,1169.559998, And I would have gotten pictures of the car.,,,,,,,,
,1,1169.559998,1171.559998," I would have never known that that was the exact car,",,,,,,,,
,1,1171.559998,1173.279999, even though I asked for the right stock number.,,,,,,,,
,1,1173.279999,1174.120003, I did this.,,,,,,,,
,1,1174.120003,1175.480003, This is why consumers have to be really careful,,,,,,,,
,9,1175.480003,1177.400002, with online buying or even buying in person,,,,,,,,
,9,1177.400002,1178.919998, because cars like that can be switched,,,,,,,,
,1,1178.919998,1180.199997, and you just might not know.,,,,,,,,
,9,1180.199997,1182," But I agree, they should have taken some personality,",,,,,,,,
,0,1182,1184.400002," or sorry, they should have taken some,",,,,,,,,
,1,1184.400002,1187.519997," they should have taken some accountability, right?",,,,,,,,
,0,1187.519997,1188.599998," Hey, you know what?",,,,,,,,
,0,1188.599998,1190.040001," My fault, my fault.",,,,,,,,
,0,1190.040001,1191.120003, I made a mistake.,,,,,,,,
,0,1192.160004,1194.120003," I mixed up the cars, but nothing like that.",,,,,,,,
,0,1194.120003,1195.279999, That's what's upsetting.,,,,,,,,
,0,1196.120003,1196.959999, So peace out.,,,,,,,,
,0,1196.959999,1197.800003, Peace out.,,,,,,,,
,1,1197.800003,1198.639999, Peace out.,,,,,,,,
,0,1200,1202, You,,,,,,,,
