conversation_id,speaker_id,start_time,end_time,text
5,0,1065.199997,1070.639999,Like I got 500 off MSRP. Holy shit
5,1,1073.360001,1079.199997," You know, I know there's some dealers out there, you know churning and burning on me now"
5,0,1079.199997,1081.199997,"Yeah, I'm just calling it I was calling"
5,0,1080,1081.92," of favors, that's what I'm trying to do at this point,"
5,0,1081.92,1083.4, trying to give this guy a good deal.
5,1,1083.4,1085.72, Does your guy that's doing 500 off just not have any more
5,1,1085.72,1086.56, to give?
5,0,1086.56,1088.84," No, he's willing to do it, but Dave and me go way back,"
5,0,1088.84,1090.64," so I figured, I asked him."
5,1,1090.64,1093.32," Oh, that's cool, man, no, I appreciate it, I appreciate it."
5,1,1093.32,1095.88," Yeah, so I figured, let's see if we can get something"
5,1,1095.88,1097.32, put together and.
5,1,1097.32,1099.76," I'm sure, I mean, maybe if they softened up by then"
5,1,1099.76,1101," or whatever like that, but right now,"
5,1,1101,1102.799999," they're still bringing all the money, but I mean,"
5,1,1102.799999,1104.639999," you can ask Dave, I like money more than anything."
5,0,1104.639999,1106.799999," That's fair, we can do a whole bunch of deals together."
5,1,1106.799999,1107.639999, Yeah.
5,0,1107.639999,1108.48, But that's fine.
5,1,1108.559999,1110.92," We work with brokers and stuff, this particular unit,"
5,1,1110.92,1112.32," it's a hot, hot unit."
5,1,1112.32,1114.959999," Every time I get one, I sell it the day I get it."
5,1,1114.959999,1117.759998," I got premium luxuries and other ones that aren't so hot,"
5,1,1117.759998,1118.599998, you know what I mean?
5,1,1118.599998,1120.119999," But this guy wants the Mac Daddy, you know what I mean?"
5,0,1120.119999,1121," Yeah, yeah, yeah."
5,1,1121,1122.919998," I wouldn't mind though, I'll save your number, dude,"
5,1,1122.919998,1124.880001, if I put one in and it's something I can do.
5,1,1124.880001,1126.560001," I mean, if you don't have one by the time,"
5,1,1126.560001,1127.639999," because you're gonna be waiting for one anyway,"
5,1,1127.639999,1129.84," most likely, because I can tell the market's getting"
5,1,1129.84,1132.360001," bought up on these Sport Platinums,"
5,1,1132.360001,1134.080002, especially if he wants an Onyx Black package.
5,1,1134.080002,1138.040001," I mean, I feel like that's a constrained package anyway,"
5,1,1138.040001,1140.32," because he wants the black wheels, he wants the, you know."
5,1,1140.32,1142.919998," Now, you know the regular Sport Platinum wheels"
5,1,1142.919998,1144.440002," are still dark, you know that, right?"
5,0,1144.440002,1145.279999," Yeah, yeah, yeah."
5,1,1145.279999,1146.720001," Yeah, they're still dark, they're still like"
5,1,1146.720001,1148.120003," the midnight finish, they look great."
5,1,1148.120003,1150.720001," I just got my Escalade yesterday, so I'm happy about it,"
5,1,1150.720001,1154.080002," but I went from an Onyx Black, Black, Black 24 model"
5,1,1154.080002,1157.279999," to the 25, and I kind of wish the wheels were black,"
5,1,1157.279999,1159, but the Onyx Black package wasn't available.
5,0,1159,1162.480003," Okay, yeah, yeah, yeah, it's a little constrained right now."
5,1,1162.480003,1164.480003," Yeah, what company, are you with a company or no?"
5,0,1164.480003,1165.639999," No, I own my own company."
5,1,1165.639999,1167.480003," You own your, okay, very cool, very cool."
5,0,1167.599998,1169.199997," Delivered, yeah, no."
5,1,1169.199997,1170.839996," Yeah, let's do it like that."
5,1,1170.839996,1173.400002," So if we do a deal like there's no,"
5,1,1173.400002,1175.080002," it's like there's no broker, right?"
5,0,1175.080002,1177.440002," Yeah, yeah, yeah, yeah, so just treat me as a guy"
5,0,1177.440002,1180.080002," that's a third base coach, I negotiate the whole thing."
5,0,1180.080002,1182.239998," Yeah, yeah, he pays me, and then I do everything,"
5,0,1182.239998,1183.959999, and then you guys handle it all.
5,1,1183.959999,1186.879997," Yeah, awesome, yeah, we've done that quite a few times"
5,1,1186.879997,1187.720001, for a lot of people.
5,1,1187.720001,1188.760002, There's a couple guys out there
5,1,1188.760002,1189.720001, doing the same thing you're doing.
5,1,1189.720001,1191.120003," They'll just collect the fee from the customer,"
5,1,1191.120003,1192.440002," they just kind of get us lined up,"
5,1,1192.440002,1194.959999," and as long as everybody's on a clear understanding,"
5,1,1194.959999,1195.959999," then it goes pretty smooth,"
5,1,1195.959999,1197.080002," and we don't wanna make you look bad either,"
5,1,1197.080002,1199.919998," so you gotta make sure, obviously."
5,1,1200,1203," You're good for one day, you're good for a hundred deals, you know?"
5,0,1203,1204, Exactly.
5,0,1204,1205.84," See, that's why we just do a deal on this one."
5,0,1205.84,1206.84, Just get your hand off call me.
5,1,1206.84,1207.84, I agree.
5,1,1207.84,1208.84, I'll put it together.
5,1,1208.84,1209.84, I'll take a look at it.
5,1,1209.84,1211.84, My allocations are on Thursdays.
5,1,1211.84,1214.52, I have no idea if I'm getting an Escalade allocated or not.
5,1,1214.52,1216.360001, They're really rough right now trying to get them.
5,1,1216.360001,1220.52, I've only got a couple left and none of them are Platinum's except for one of them.
5,1,1220.52,1223.48," I got one sport Platinum, which I've got two people fighting over right now."
5,1,1223.48,1225.68, It's a crystal white with the sheer gray interior.
5,0,1225.68,1228.52," Yeah, I don't need that one."
5,1,1228.52,1229.959999," But yeah, dude, I'll save you."
5,1,1229.959999,1230.959999, What's your name again?
5,0,1230.959999,1231.959999, My name is Tommy.
5,1,1231.959999,1232.959999," Tommy, T-O-M-M."
5,1,1232.959999,1233.959999, All right.
5,1,1233.959999,1234.959999," I got you, buddy."
5,1,1234.959999,1237.959999, Let's touch base maybe tomorrow and just see if I got any allocation.
5,0,1237.959999,1238.959999, Yeah.
5,0,1238.959999,1239.959999, Yeah.
5,0,1239.959999,1240.959999, Yeah.
5,0,1240.959999,1241.959999, Yeah.
5,1,1241.959999,1242.959999, Okay.
5,1,1242.959999,1243.959999," Awesome, man."
5,0,1243.959999,1244.959999, Yeah.
5,0,1244.959999,1245.959999, Let me know.
5,1,1245.959999,1246.959999," All right, brother."
5,0,1246.959999,1247.959999, Thank you.
5,1,1247.959999,1248.959999, All right.
5,1,1248.959999,1249.959999, Sounds good.
5,1,1249.959999,1250.959999, Bye-bye.
5,0,1250.959999,1251.959999, Bye.
